"MATCH_NUM","NAME_OF_SCOUT","TEAM_NUM","ALLIANCE_COLOR","preGamePosition","preGameBallOnePosition","preGameBallTwoPosition","preGameBallThreePosition","ballOneAuto","ballTwoAuto","ballThreeAuto","autoHotGoalOne","autoHotGoalTwo","autoHotGoalThree","autoColorZone","allianceBallEndTime_checkbox","allianceBallEndTime","teleopInitPosition","highGoalShots_colored","highGoalScores_colored","highGoalShots_white","highGoalScores_white","highGoalShots_goalie","highGoalScores_goalie","lowGoalShots","lowGoalScores","trussThrowShots","trussThrowScores","trussCatchShots","trussCatchScores","passStarts","passRecvHuman","passRecvRobot","shotsBlocked","passesBlocked","fumbles","fumbleDescription","preferredPassStart","preferredPassEnd","caughtBallHuman","caughtBallRobots","collectedBall","pushed","throwsToHumanOverTruss","lineUpToLow","defense_inGoalie","defense_stopRobot","defense_stopGettingBall","robotSpeed","maneuvered","role_defense","role_shooter","role_assister","role_catcher","role_soloCycler","role_soloTrussCatcher","robotBreakage","breakDescription","matchComments"
3,"Dhipak",3755,"blue",4,"inCollector","noBall","noBall","highMake","noBallTwo","noBallThree","false","false","false","autoColorZone","false","","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","ground","false","caughtBallHuman","false","false","false","false","false","false","false","false",2,"false","false","shooter","false","false","soloCycler","soloTrussCatcher","false","","Fast collector"
4,"Jenna",3839,"blue",2,"inCollector","noBall","noBall","noShot","noBallTwo","noBallThree","false","false","false","autoColorZone","on",0,"blue",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"","none","false","false","false","false","false","false","false","false","false","false",1,"false","false","shooter","false","false","soloCycler","false","false","","Held ball from auto for a long time"
4,"Aviance",2264,"false",1,"inCollector","noBall","noBall","lowMiss","noBallTwo","noBallThree","false","false","false","autoColorZone","on",10,"false",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"","none","false","false","false","false","pushed","false","false","false","defense_stopRobot","false",2,"maneuvered","defense","false","false","false","false","false","false","","Attempted to slow down other robots"
4,"Swag",3828,"red",2,"noBall","noBall","noBall","noBallOne","noBallTwo","noBallThree","false","false","false","false","false","","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","none","false","caughtBallHuman","false","false","false","false","false","false","defense_stopRobot","false",1,"false","defense","false","false","false","false","false","false","","Sucks at catching from human"
4,"Paul",2052,"red",1,"inCollector","noBall","noBall","highMiss","noBallTwo","noBallThree","false","false","false","false","on",23,"blue",0,0,0,0,0,0,0,0,2,2,0,0,1,0,1,0,0,0,"","both","false","false","caughtBallRobots","false","pushed","false","false","false","defense_stopRobot","false",2,"maneuvered","defense","shooter","assister","false","false","false","false","",""
4,"Tyler Thomas ",2264,"blue",1,"inCollector","noBall","noBall","highMiss","noBallTwo","noBallThree","false","false","false","autoColorZone","on",6,"false",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"","none","false","false","false","false","false","false","false","false","defense_stopRobot","false",1,"maneuvered","defense","false","false","false","false","false","false","","Score in low goal, then played defense, however did not do a good job with defense"
4,"Patrick",3871,"blue",2,"noBall","noBall","noBall","noBallOne","noBallTwo","noBallThree","false","false","false","autoColorZone","on",111,"false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","none","false","false","false","false","false","false","false","false","false","false",1,"false","false","false","false","false","false","false","false","","Driver didnt know what he was doing. Capable of d, but drove around aimlessly "
5,"Patrick",3042,"blue",3,"inCollector","noBall","noBall","highMake","noBallTwo","noBallThree","false","false","false","autoColorZone","on",10,"blue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","none","false","false","false","false","false","false","false","false","false","false",0,"false","false","false","false","false","false","false","robotBreakage","Communication issue? Auto worked, but couldnt move in tele",""
5,"Jena",1816,"red",5,"inCollector","noBall","noBall","highMake","noBallTwo","noBallThree","false","false","false","autoColorZone","on",33,"false",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","air","false","caughtBallHuman","false","false","false","false","false","false","false","false",3,"false","false","false","assister","false","false","soloTrussCatcher","false","",""
5,"Aviance",5299,"red",4,"inCollector","noBall","noBall","highMake","noBallTwo","noBallThree","false","false","false","autoColorZone","on",12,"false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"","none","false","false","false","false","pushed","false","false","false","defense_stopRobot","false",2,"maneuvered","defense","false","false","false","false","false","false","",""
5,"Bridgette",3018,"red",1,"inCollector","noBall","noBall","highMake","noBallTwo","noBallThree","false","false","false","false","on",65,"white",2,2,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,"","ground","false","false","false","false","false","false","false","false","defense_stopRobot","false",0,"false","defense","shooter","assister","false","false","false","false","","Tips a lot but doesnt fall"
5,"Paul",4986,"blue",5,"noBall","noBall","noBall","noBallOne","noBallTwo","noBallThree","false","false","false","false","false","","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","none","false","false","false","false","pushed","false","false","false","defense_stopRobot","false",1,"maneuvered","defense","false","false","false","false","false","false","","Played some awesome defense against 3918 prevented access to shooting loc"
5,"Tyler Thomas ",3184,"blue",1,"noBall","noBall","noBall","noBallOne","noBallTwo","noBallThree","false","false","false","false","on",12,"white",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"Ball fell out","none","false","false","false","false","false","false","false","false","false","false",1,"false","false","false","false","false","false","false","false","","Really slow, did not do anything to help the team"
5,"Aviance",5299,"red",4,"inCollector","noBall","noBall","highMake","noBallTwo","noBallThree","false","false","false","autoColorZone","on",12,"false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"","none","false","false","false","false","pushed","false","false","false","defense_stopRobot","false",2,"maneuvered","defense","false","false","false","false","false","false","",""
6,"Bridget",3883,"blue",5,"inCollector","noBall","noBall","highMiss","noBallTwo","noBallThree","false","false","false","false","on",17,"white",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","none","false","false","false","false","false","false","false","false","false","false",0,"false","false","false","false","false","false","false","robotBreakage","Bumper fell off","After bumper fell off they stopped doing anything "
6,"Aviance",3788,"red",4,"noBall","noBall","noBall","noBallOne","noBallTwo","noBallThree","false","false","false","autoColorZone","on",0,"false",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"","none","false","false","false","false","false","false","false","false","false","false",3,"false","false","false","false","false","false","false","false","","Very fragile and easily pushed"
6,"Tyler Thomas ",2479,"red",5,"noBall","noBall","noBall","noBallOne","noBallTwo","noBallThree","false","false","false","false","on",5,"false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","none","false","false","false","false","false","false","false","false","defense_stopRobot","false",0,"false","false","false","false","false","false","false","false","","Rolling rectangle, tries to play defense"
6,"Jena",3630,"blue",1,"behindBot","noBall","noBall","noBallOne","noBallTwo","noBallThree","false","false","false","autoColorZone","on",0,"false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","none","false","false","false","false","false","false","false","false","false","false",0,"false","false","false","false","false","false","false","false","",""
6,"Patrick",2977,"blue",3,"inFrontOfBot","noBall","noBall","noBallOne","noBallTwo","noBallThree","false","false","false","autoColorZone","on",19,"blue",4,2,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,"","none","false","caughtBallHuman","false","false","false","false","false","false","false","false",2,"false","false","false","false","false","soloCycler","false","false","","Very inaccurate. Capable-ish of pushing"
6,"Paul",2499,"red",1,"inCollector","noBall","noBall","noBallOne","noBallTwo","noBallThree","false","false","false","false","on",0,"false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","none","false","false","false","false","false","false","false","false","false","false",1,"false","false","false","false","false","false","false","false","","Mecanum with little traction, shooter not powerful enough to work. It stayed by the loading station the whole game, did not attempt defense"
7,"Paul",3102,"red",3,"inCollector","noBall","noBall","highMake","noBallTwo","noBallThree","false","false","false","autoColorZone","on",11,"red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","none","false","false","false","false","false","false","false","false","false","false",0,"false","false","false","false","false","false","false","robotBreakage","Did not move","Moved during auto then stopped"
7,"Tyler Thomas ",5143,"red",6,"noBall","noBall","noBall","noBallOne","noBallTwo","noBallThree","false","false","false","autoColorZone","on",4,"red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","none","false","false","false","false","false","false","false","false","defense_stopRobot","false",1,"false","defense","false","false","false","false","false","false","","Defensive robot, but has shooter"
7,"Tyler Thomas ",5143,"red",6,"noBall","noBall","noBall","noBallOne","noBallTwo","noBallThree","false","false","false","autoColorZone","on",4,"red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","none","false","false","false","false","false","false","false","false","defense_stopRobot","false",1,"false","defense","false","false","false","false","false","false","","Defensive robot, but has shooter"
7,"Bredge",1714,"blue",6,"inCollector","behindBot","noBall","highMiss","highMiss","noBallThree","false","false","false","false","on",0,"false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","ground","false","false","false","false","false","false","false","false","false","false",0,"false","false","false","false","false","false","false","false","","Scored all of the autonomous balls in teleop"
7,"Patrick",4818,"red",5,"inCollector","noBall","noBall","highMake","noBallTwo","noBallThree","autoHotGoalOne","false","false","autoColorZone","on",8,"red",3,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,"","none","false","false","false","collectedBall","false","false","lineUpToLow","false","false","false",2,"false","false","false","false","false","soloCycler","false","false","","Shooter slow to reset, collector drops ball half the time"
7,"Aviance",1714,"blue",1,"inCollector","behindBot","noBall","highMiss","highMiss","noBallThree","false","false","false","autoColorZone","on",15,"false",6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","none","false","false","false","false","false","false","false","false","false","false",3,"false","false","shooter","false","false","false","false","false","","Had great shooter. Could have have made more shots but most bounced off high goal "
7,"Jena",3300,"blue",2,"noBall","noBall","noBall","noBallOne","noBallTwo","noBallThree","false","false","false","false","on",0,"false",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","ground","false","false","false","collectedBall","false","false","false","false","false","false",1,"false","false","false","false","false","false","false","false","","Had difficulties picking up the ball took a long time"
8,"Bredge",2169,"blue",4,"inCollector","noBall","noBall","noShot","noBallTwo","noBallThree","false","false","false","false","on",27,"white",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"","ground","false","false","false","false","false","false","false","false","defense_stopRobot","false",2,"false","defense","false","assister","false","false","false","false","",""
8,"Avi",3122,"red",6,"noBall","noBall","noBall","noBallOne","noBallTwo","noBallThree","false","false","false","autoColorZone","on",48,"false",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"","none","false","false","false","false","false","false","false","false","false","false",0,"false","false","false","false","false","false","false","false","","Drove in circles"
8,"Patrick",4845,"blue",1,"inCollector","noBall","noBall","highMake","noBallTwo","noBallThree","autoHotGoalOne","false","false","autoColorZone","false",0,"false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","none","false","false","false","collectedBall","false","false","false","false","defense_stopRobot","false",1,"false","false","false","false","false","false","false","false","","Capable of more, auto balls never scored"
8,"Patrick",4845,"blue",1,"inCollector","noBall","noBall","highMake","noBallTwo","noBallThree","autoHotGoalOne","false","false","autoColorZone","false",0,"false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","none","false","false","false","collectedBall","false","false","false","false","defense_stopRobot","false",1,"false","false","false","false","false","false","false","false","","Capable of more, auto balls never scored"
8,"Patrick",4845,"blue",1,"inCollector","noBall","noBall","highMake","noBallTwo","noBallThree","autoHotGoalOne","false","false","autoColorZone","false",0,"false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","none","false","false","false","collectedBall","false","false","false","false","defense_stopRobot","false",1,"false","false","false","false","false","false","false","false","","Capable of more, auto balls never scored"
8,"Patrick",4845,"blue",1,"inCollector","noBall","noBall","highMake","noBallTwo","noBallThree","autoHotGoalOne","false","false","autoColorZone","false",0,"false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","none","false","false","false","collectedBall","false","false","false","false","defense_stopRobot","false",1,"false","false","false","false","false","false","false","false","","Capable of more, auto balls never scored"
8,"Avi",3122,"red",6,"noBall","noBall","noBall","noBallOne","noBallTwo","noBallThree","false","false","false","autoColorZone","on",48,"false",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"","none","false","false","false","false","false","false","false","false","false","false",0,"false","false","false","false","false","false","false","false","","Drove in circles"
8,"Tyler Thomas ",2503,"red",5,"inCollector","noBall","noBall","noBallOne","noBallTwo","noBallThree","false","false","false","autoColorZone","on",10,"red",0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,"","ground","false","false","false","false","false","false","false","false","defense_stopRobot","false",2,"false","defense","false","false","false","false","false","false","","Low goal shooter only/defense"
8,"Tyler Thomas ",2503,"red",5,"inCollector","noBall","noBall","noBallOne","noBallTwo","noBallThree","false","false","false","autoColorZone","on",10,"red",0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,"","ground","false","false","false","false","false","false","false","false","defense_stopRobot","false",2,"false","defense","false","false","false","false","false","false","","Low goal shooter only/defense"
8,"Jena",5290,"blue",2,"noBall","noBall","noBall","noBallOne","noBallTwo","noBallThree","false","false","false","autoColorZone","on",13,"blue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","none","false","false","false","false","pushed","false","false","false","defense_stopRobot","false",2,"maneuvered","defense","false","false","false","false","false","false","","No shooting capabilities but could push into the low goal"
8,"Paul",2472,"red",3,"inCollector","noBall","noBall","highMake","noBallTwo","noBallThree","autoHotGoalOne","false","false","false","on",0,"red",3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"","ground","false","false","false","false","pushed","false","false","false","defense_stopRobot","false",1,"maneuvered","defense","shooter","assister","false","false","false","false","",""
8,"Jena",5290,"blue",2,"noBall","noBall","noBall","noBallOne","noBallTwo","noBallThree","false","false","false","autoColorZone","on",13,"blue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","none","false","false","false","false","pushed","false","false","false","defense_stopRobot","false",2,"maneuvered","defense","false","false","false","false","false","false","","No shooting capabilities but could push into the low goal"
8,"Tyler Thomas ",2503,"red",5,"inCollector","noBall","noBall","noBallOne","noBallTwo","noBallThree","false","false","false","autoColorZone","on",10,"red",0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,"","ground","false","false","false","false","false","false","false","false","defense_stopRobot","false",2,"false","defense","false","false","false","false","false","false","","Low goal shooter only/defense"
